player_id,player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note
184,H. Kane,England,Attacker,5228.0,True,pre_world_cup,60,60,1.0,0,58,4423.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
186,Son Heung-Min,South Korea,Attacker,4495.0,True,annual_current,43,43,1.0,0,37,2965.0,4495.0,0.6596218020022246,0.6596218020022246,False,provider aggregate minutes plus exact fixture inventory
186,Son Heung-Min,South Korea,Attacker,4495.0,True,pre_world_cup,44,44,1.0,0,34,2794.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
207,I. Perisic,Croatia,Defender,3578.0,True,annual_current,50,50,1.0,0,47,3330.0,3578.0,0.9306875349357184,0.9306875349357184,True,provider aggregate minutes plus exact fixture inventory
207,I. Perisic,Croatia,Defender,3578.0,True,pre_world_cup,46,46,1.0,0,43,2970.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
217,Lautaro Martínez,Argentina,Attacker,4844.0,True,annual_current,63,63,1.0,0,55,3169.0,4844.0,0.6542113955408753,0.6542113955408753,False,provider aggregate minutes plus exact fixture inventory
217,Lautaro Martínez,Argentina,Attacker,4844.0,True,pre_world_cup,61,61,1.0,0,53,3201.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
221,E. Room,Curaçao,Goalkeeper,1294.0,False,annual_current,45,45,1.0,0,9,821.0,1294.0,0.634466769706337,0.634466769706337,False,provider aggregate minutes plus exact fixture inventory
221,E. Room,Curaçao,Goalkeeper,1294.0,False,pre_world_cup,45,45,1.0,0,9,826.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
225,A. Behich,Australia,Midfielder,4313.0,True,annual_current,41,41,1.0,0,38,3289.0,4313.0,0.7625782517968931,0.7625782517968931,False,provider aggregate minutes plus exact fixture inventory
225,A. Behich,Australia,Midfielder,4313.0,True,pre_world_cup,37,37,1.0,0,34,3066.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
226,D. Dumfries,Netherlands,Midfielder,2653.0,True,annual_current,57,57,1.0,0,34,2172.0,2653.0,0.8186958160572936,0.8186958160572936,True,provider aggregate minutes plus exact fixture inventory
226,D. Dumfries,Netherlands,Midfielder,2653.0,True,pre_world_cup,57,57,1.0,0,32,1925.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
228,A. Obispo,Curaçao,Defender,2132.0,True,annual_current,55,55,1.0,0,52,2031.0,2132.0,0.952626641651032,0.952626641651032,True,provider aggregate minutes plus exact fixture inventory
228,A. Obispo,Curaçao,Defender,2132.0,True,pre_world_cup,52,52,1.0,0,49,1761.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
241,M. Sadílek,Czech Republic,Midfielder,2929.0,True,annual_current,45,45,1.0,0,42,2792.0,2929.0,0.9532263571184704,0.9532263571184704,True,provider aggregate minutes plus exact fixture inventory
241,M. Sadílek,Czech Republic,Midfielder,2929.0,True,pre_world_cup,42,42,1.0,0,39,2609.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
242,R. Thomas,New Zealand,Midfielder,2532.0,True,annual_current,39,39,1.0,0,33,2249.0,2532.0,0.8882306477093207,0.8882306477093207,True,provider aggregate minutes plus exact fixture inventory
242,R. Thomas,New Zealand,Midfielder,2532.0,True,pre_world_cup,36,36,1.0,0,30,2168.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
247,C. Gakpo,Netherlands,Attacker,4345.0,True,annual_current,59,59,1.0,0,56,3972.0,4345.0,0.9141542002301496,0.9141542002301496,True,provider aggregate minutes plus exact fixture inventory
247,C. Gakpo,Netherlands,Attacker,4345.0,True,pre_world_cup,55,55,1.0,0,52,3601.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
249,D. Malen,Netherlands,Attacker,3344.0,True,annual_current,108,108,1.0,0,53,3016.0,3344.0,0.901913875598086,0.901913875598086,True,provider aggregate minutes plus exact fixture inventory
249,D. Malen,Netherlands,Attacker,3344.0,True,pre_world_cup,104,104,1.0,0,49,2829.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
257,Marquinhos,Brazil,Defender,5209.0,True,annual_current,63,63,1.0,0,56,3252.0,5209.0,0.6243040890765982,0.6243040890765982,False,provider aggregate minutes plus exact fixture inventory
257,Marquinhos,Brazil,Defender,5209.0,True,pre_world_cup,66,66,1.0,0,59,3392.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
264,T. Meunier,Belgium,Defender,3124.0,True,annual_current,54,54,1.0,0,41,2744.0,3124.0,0.8783610755441741,0.8783610755441741,True,provider aggregate minutes plus exact fixture inventory
264,T. Meunier,Belgium,Defender,3124.0,True,pre_world_cup,48,48,1.0,0,35,2554.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
271,L. Paredes,Argentina,Midfielder,4285.0,True,annual_current,50,50,1.0,0,47,3687.0,4285.0,0.860443407234539,0.860443407234539,True,provider aggregate minutes plus exact fixture inventory
271,L. Paredes,Argentina,Midfielder,4285.0,True,pre_world_cup,45,45,1.0,0,41,3385.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
272,A. Rabiot,France,Midfielder,3658.0,True,annual_current,83,83,1.0,0,40,3405.0,3658.0,0.9308365226899944,0.9308365226899944,True,provider aggregate minutes plus exact fixture inventory
272,A. Rabiot,France,Midfielder,3658.0,True,pre_world_cup,76,76,1.0,0,33,2910.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
276,Neymar,Brazil,Attacker,3682.0,True,annual_current,68,68,1.0,0,33,2566.0,3682.0,0.6969038565996741,0.6969038565996741,False,provider aggregate minutes plus exact fixture inventory
276,Neymar,Brazil,Attacker,3682.0,True,pre_world_cup,65,65,1.0,0,31,2619.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
278,Kylian Mbappé,France,Attacker,4582.0,True,annual_current,63,63,1.0,0,53,4228.0,4582.0,0.9227411610650372,0.9227411610650372,True,provider aggregate minutes plus exact fixture inventory
278,Kylian Mbappé,France,Attacker,4582.0,True,pre_world_cup,62,62,1.0,0,49,3755.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
280,Alisson Becker,Brazil,Goalkeeper,4566.0,True,annual_current,62,62,1.0,0,43,3746.0,4566.0,0.8204117389399912,0.8204117389399912,True,provider aggregate minutes plus exact fixture inventory
280,Alisson Becker,Brazil,Goalkeeper,4566.0,True,pre_world_cup,58,58,1.0,0,39,3391.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
289,A. Robertson,Scotland,Defender,2766.0,True,annual_current,60,60,1.0,0,60,2248.0,2766.0,0.8127259580621836,0.8127259580621836,True,provider aggregate minutes plus exact fixture inventory
289,A. Robertson,Scotland,Defender,2766.0,True,pre_world_cup,57,57,1.0,0,57,2023.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
290,V. van Dijk,Netherlands,Defender,5711.0,True,annual_current,59,59,1.0,0,59,5331.0,5711.0,0.933461740500788,0.933461740500788,True,provider aggregate minutes plus exact fixture inventory
290,V. van Dijk,Netherlands,Defender,5711.0,True,pre_world_cup,55,55,1.0,0,55,4941.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
292,J. Henderson,England,Midfielder,2262.0,True,annual_current,48,48,1.0,0,42,2106.0,2262.0,0.9310344827586208,0.9310344827586208,True,provider aggregate minutes plus exact fixture inventory
292,J. Henderson,England,Midfielder,2262.0,True,pre_world_cup,41,41,1.0,0,35,2094.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
299,Fabinho,Brazil,Midfielder,5291.0,True,annual_current,49,49,1.0,0,45,3600.0,5291.0,0.6804006804006804,0.6804006804006804,False,provider aggregate minutes plus exact fixture inventory
299,Fabinho,Brazil,Midfielder,5291.0,True,pre_world_cup,44,44,1.0,0,40,3522.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
304,S. Mané,Senegal,Midfielder,4360.0,True,annual_current,56,56,1.0,0,41,3389.0,4360.0,0.7772935779816513,0.7772935779816513,False,provider aggregate minutes plus exact fixture inventory
304,S. Mané,Senegal,Midfielder,4360.0,True,pre_world_cup,52,52,1.0,0,37,3026.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
306,Mohamed Salah,Egypt,Attacker,4285.0,True,annual_current,67,67,1.0,0,56,4145.0,4285.0,0.9673278879813302,0.9673278879813302,True,provider aggregate minutes plus exact fixture inventory
306,Mohamed Salah,Egypt,Attacker,4285.0,True,pre_world_cup,62,62,1.0,0,51,3717.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
313,D. Ospina,Colombia,Goalkeeper,4820.0,True,annual_current,59,18,0.3050847457627119,41,15,729.0,4820.0,0.1512448132780083,0.1512448132780083,False,provider aggregate minutes plus exact fixture inventory
313,D. Ospina,Colombia,Goalkeeper,4820.0,True,pre_world_cup,59,14,0.2372881355932203,45,11,729.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator
318,K. Koulibaly,Senegal,Defender,3136.0,True,annual_current,54,54,1.0,0,32,2476.0,3136.0,0.7895408163265306,0.7895408163265306,False,provider aggregate minutes plus exact fixture inventory
318,K. Koulibaly,Senegal,Defender,3136.0,True,pre_world_cup,55,55,1.0,0,33,2794.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
328,Fabián Ruiz,Spain,Midfielder,2715.0,True,annual_current,63,63,1.0,0,41,2398.0,2715.0,0.8832412523020258,0.8832412523020258,True,provider aggregate minutes plus exact fixture inventory
328,Fabián Ruiz,Spain,Midfielder,2715.0,True,pre_world_cup,63,63,1.0,0,41,2590.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
369,Diogo Costa,Portugal,Goalkeeper,7705.0,True,annual_current,57,57,1.0,0,54,4730.0,7705.0,0.6138870863075925,0.6138870863075925,False,provider aggregate minutes plus exact fixture inventory
369,Diogo Costa,Portugal,Goalkeeper,7705.0,True,pre_world_cup,52,52,1.0,0,49,4280.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
375,C. Mbemba,Congo DR,Defender,2621.0,True,annual_current,57,57,1.0,0,51,2531.0,2621.0,0.9656619610835558,0.9656619610835558,True,provider aggregate minutes plus exact fixture inventory
375,C. Mbemba,Congo DR,Defender,2621.0,True,pre_world_cup,53,53,1.0,0,47,2171.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
399,A. Nübel,Germany,Goalkeeper,4641.0,True,annual_current,56,56,1.0,0,56,4476.0,4641.0,0.964447317388494,0.964447317388494,True,provider aggregate minutes plus exact fixture inventory
399,A. Nübel,Germany,Goalkeeper,4641.0,True,pre_world_cup,52,52,1.0,0,52,4476.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
409,N. Bentaleb,Algeria,Midfielder,2702.0,True,annual_current,52,52,1.0,0,44,2303.0,2702.0,0.8523316062176166,0.8523316062176166,True,provider aggregate minutes plus exact fixture inventory
409,N. Bentaleb,Algeria,Midfielder,2702.0,True,pre_world_cup,48,48,1.0,0,40,2015.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
415,W. McKennie,USA,Midfielder,4961.0,True,annual_current,55,55,1.0,0,54,4364.0,4961.0,0.8796613585970571,0.8796613585970571,True,provider aggregate minutes plus exact fixture inventory
415,W. McKennie,USA,Midfielder,4961.0,True,pre_world_cup,54,54,1.0,0,53,4148.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
417,A. Schöpf,Austria,Midfielder,2155.0,True,annual_current,56,34,0.6071428571428571,22,14,777.0,2155.0,0.3605568445475638,0.3605568445475638,False,provider aggregate minutes plus exact fixture inventory
417,A. Schöpf,Austria,Midfielder,2155.0,True,pre_world_cup,58,36,0.6206896551724138,22,10,777.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator
421,B. Embolo,Switzerland,Attacker,3139.0,True,annual_current,43,43,1.0,0,40,2548.0,3139.0,0.8117234788149092,0.8117234788149092,True,provider aggregate minutes plus exact fixture inventory
421,B. Embolo,Switzerland,Attacker,3139.0,True,pre_world_cup,37,37,1.0,0,34,2042.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
427,H. Wright,USA,Attacker,2923.0,True,annual_current,54,54,1.0,0,50,2757.0,2923.0,0.9432090318166269,0.9432090318166269,True,provider aggregate minutes plus exact fixture inventory
427,H. Wright,USA,Attacker,2923.0,True,pre_world_cup,55,55,1.0,0,46,2772.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
429,F. Muslera,Uruguay,Goalkeeper,4102.0,True,annual_current,49,49,1.0,0,45,3876.0,4102.0,0.9449049244271088,0.9449049244271088,True,provider aggregate minutes plus exact fixture inventory
429,F. Muslera,Uruguay,Goalkeeper,4102.0,True,pre_world_cup,47,47,1.0,0,43,3741.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
440,Y. Nagatomo,Japan,Defender,2321.0,True,annual_current,39,39,1.0,0,27,1685.0,2321.0,0.7259801809564843,0.7259801809564843,False,provider aggregate minutes plus exact fixture inventory
440,Y. Nagatomo,Japan,Defender,2321.0,True,pre_world_cup,40,40,1.0,0,28,1786.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
454,Y. Akgün,Türkiye,Midfielder,2658.0,True,annual_current,56,56,1.0,0,46,2553.0,2658.0,0.9604966139954854,0.9604966139954854,True,provider aggregate minutes plus exact fixture inventory
454,Y. Akgün,Türkiye,Midfielder,2658.0,True,pre_world_cup,53,53,1.0,0,43,2465.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
497,M. Neuer,Germany,Goalkeeper,4320.0,True,annual_current,59,59,1.0,0,49,3600.0,4320.0,0.8333333333333334,0.8333333333333334,True,provider aggregate minutes plus exact fixture inventory
497,M. Neuer,Germany,Goalkeeper,4320.0,True,pre_world_cup,60,60,1.0,0,50,3660.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
502,J. Kimmich,Germany,Defender,5132.0,True,annual_current,59,59,1.0,0,54,4423.0,5132.0,0.8618472330475448,0.8618472330475448,True,provider aggregate minutes plus exact fixture inventory
502,J. Kimmich,Germany,Defender,5132.0,True,pre_world_cup,60,60,1.0,0,55,4475.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
505,D. Alaba,Austria,Defender,941.0,False,annual_current,60,60,1.0,0,45,867.0,941.0,0.9213602550478216,0.9213602550478216,True,provider aggregate minutes plus exact fixture inventory
505,D. Alaba,Austria,Defender,941.0,False,pre_world_cup,62,62,1.0,0,41,589.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
509,A. Davies,Canada,Defender,1076.0,False,annual_current,59,59,1.0,0,28,874.0,1076.0,0.8122676579925651,0.8122676579925651,True,provider aggregate minutes plus exact fixture inventory
509,A. Davies,Canada,Defender,1076.0,False,pre_world_cup,59,59,1.0,0,23,852.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
511,L. Goretzka,Germany,Midfielder,2748.0,True,annual_current,59,59,1.0,0,59,2459.0,2748.0,0.8948326055312955,0.8948326055312955,True,provider aggregate minutes plus exact fixture inventory
511,L. Goretzka,Germany,Midfielder,2748.0,True,pre_world_cup,60,60,1.0,0,60,2479.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
517,J. Rodríguez,Colombia,Attacker,3427.0,True,annual_current,58,58,1.0,0,31,1855.0,3427.0,0.5412897578056609,0.5412897578056609,False,provider aggregate minutes plus exact fixture inventory
517,J. Rodríguez,Colombia,Attacker,3427.0,True,pre_world_cup,55,55,1.0,0,28,1639.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
524,D. Kotarski,Croatia,Goalkeeper,4111.0,True,annual_current,51,51,1.0,0,51,4080.0,4111.0,0.9924592556555584,0.9924592556555584,True,provider aggregate minutes plus exact fixture inventory
524,D. Kotarski,Croatia,Goalkeeper,4111.0,True,pre_world_cup,47,47,1.0,0,47,4080.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
529,N. Tagliafico,Argentina,Defender,3844.0,True,annual_current,57,57,1.0,0,46,2565.0,3844.0,0.6672736732570239,0.6672736732570239,False,provider aggregate minutes plus exact fixture inventory
529,N. Tagliafico,Argentina,Defender,3844.0,True,pre_world_cup,51,51,1.0,0,39,2208.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
538,F. de Jong,Netherlands,Midfielder,3137.0,True,annual_current,61,61,1.0,0,43,2906.0,3137.0,0.9263627669748168,0.9263627669748168,True,provider aggregate minutes plus exact fixture inventory
538,F. de Jong,Netherlands,Midfielder,3137.0,True,pre_world_cup,57,57,1.0,0,39,2575.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
542,R. Gravenberch,Netherlands,Midfielder,4785.0,True,annual_current,58,58,1.0,0,55,4478.0,4785.0,0.935841170323929,0.935841170323929,True,provider aggregate minutes plus exact fixture inventory
542,R. Gravenberch,Netherlands,Midfielder,4785.0,True,pre_world_cup,54,54,1.0,0,51,4131.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
544,N. Lang,Netherlands,Attacker,2027.0,True,annual_current,105,105,1.0,0,55,2027.0,2027.0,1.0,1.0,True,provider aggregate minutes plus exact fixture inventory
544,N. Lang,Netherlands,Attacker,2027.0,True,pre_world_cup,101,101,1.0,0,51,2014.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
545,N. Mazraoui,Morocco,Defender,2775.0,True,annual_current,51,51,1.0,0,39,2136.0,2775.0,0.7697297297297298,0.7697297297297298,False,provider aggregate minutes plus exact fixture inventory
545,N. Mazraoui,Morocco,Defender,2775.0,True,pre_world_cup,45,45,1.0,0,33,1650.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
563,Álex Grimaldo,Spain,Defender,4263.0,True,annual_current,58,58,1.0,0,54,4038.0,4263.0,0.9472202674173118,0.9472202674173118,True,provider aggregate minutes plus exact fixture inventory
563,Álex Grimaldo,Spain,Defender,4263.0,True,pre_world_cup,51,51,1.0,0,47,4038.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
567,Rúben Dias,Portugal,Defender,3579.0,True,annual_current,65,65,1.0,0,49,3015.0,3579.0,0.8424140821458508,0.8424140821458508,True,provider aggregate minutes plus exact fixture inventory
567,Rúben Dias,Portugal,Defender,3579.0,True,pre_world_cup,64,64,1.0,0,48,2881.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
583,João Félix,Portugal,Midfielder,3587.0,True,annual_current,50,50,1.0,0,44,3478.0,3587.0,0.9696124895455812,0.9696124895455812,True,provider aggregate minutes plus exact fixture inventory
583,João Félix,Portugal,Midfielder,3587.0,True,pre_world_cup,45,45,1.0,0,39,3274.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
617,Ederson,Brazil,Goalkeeper,4226.0,True,annual_current,96,96,1.0,0,43,3246.0,4226.0,0.7681022243256034,0.7681022243256034,False,provider aggregate minutes plus exact fixture inventory
617,Ederson,Brazil,Goalkeeper,4226.0,True,pre_world_cup,96,96,1.0,0,42,3546.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
619,Eric García,Spain,Defender,3998.0,True,annual_current,64,64,1.0,0,62,3953.0,3998.0,0.988744372186093,0.988744372186093,True,provider aggregate minutes plus exact fixture inventory
619,Eric García,Spain,Defender,3998.0,True,pre_world_cup,57,57,1.0,0,55,3953.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
622,Aymeric Laporte,Spain,Defender,3198.0,True,annual_current,92,92,1.0,0,41,3063.0,3198.0,0.9577861163227016,0.9577861163227016,True,provider aggregate minutes plus exact fixture inventory
622,Aymeric Laporte,Spain,Defender,3198.0,True,pre_world_cup,85,85,1.0,0,34,2434.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
624,N. Otamendi,Argentina,Defender,6580.0,True,annual_current,61,61,1.0,0,56,4243.0,6580.0,0.6448328267477204,0.6448328267477204,False,provider aggregate minutes plus exact fixture inventory
624,N. Otamendi,Argentina,Defender,6580.0,True,pre_world_cup,59,59,1.0,0,54,4562.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
626,J. Stones,England,Defender,1685.0,False,annual_current,67,67,1.0,0,44,1497.0,1685.0,0.8884272997032641,0.8884272997032641,True,provider aggregate minutes plus exact fixture inventory
626,J. Stones,England,Defender,1685.0,False,pre_world_cup,64,64,1.0,0,41,1154.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
629,K. De Bruyne,Belgium,Midfielder,2036.0,True,annual_current,52,52,1.0,0,27,1747.0,2036.0,0.8580550098231827,0.8580550098231827,True,provider aggregate minutes plus exact fixture inventory
629,K. De Bruyne,Belgium,Midfielder,2036.0,True,pre_world_cup,46,46,1.0,0,21,1360.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
635,R. Mahrez,Algeria,Midfielder,3891.0,True,annual_current,56,56,1.0,0,47,3761.0,3891.0,0.9665895656643536,0.9665895656643536,True,provider aggregate minutes plus exact fixture inventory
635,R. Mahrez,Algeria,Midfielder,3891.0,True,pre_world_cup,52,52,1.0,0,43,3498.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
636,Bernardo Silva,Portugal,Midfielder,4452.0,True,annual_current,65,65,1.0,0,61,3967.0,4452.0,0.8910601976639713,0.8910601976639713,True,provider aggregate minutes plus exact fixture inventory
636,Bernardo Silva,Portugal,Midfielder,4452.0,True,pre_world_cup,64,64,1.0,0,60,4133.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator
