player_id,player_name,role,role_minutes,role_observations,role_share
144,Sergio Busquets,CM,0.0,2,
146,A. Collado,AM,0.0,1,
146,A. Collado,RW,0.0,1,
147,Coutinho,AM,0.0,26,
147,Coutinho,DM,0.0,1,
147,Coutinho,RW,0.0,2,
150,Arthur Melo,DM,0.0,3,
153,O. Dembele,AM,80.0,1,0.03187250996015936
153,O. Dembele,RW,533.0,7,0.21235059760956176
153,O. Dembele,ST,1554.0,22,0.6191235059760957
153,O. Dembélé,ST,149.0,2,0.05936254980079681
153,Ousmane Dembélé,ST,194.0,2,0.07729083665338646
154,L. Messi,AM,553.0,6,0.28802083333333334
154,L. Messi,RW,258.0,3,0.134375
154,L. Messi,ST,1109.0,14,0.5776041666666667
156,Malcom,AM,0.0,1,
156,Malcom,RW,0.0,29,
156,Malcom,ST,0.0,3,
157,L. Suarez,LW,0.0,1,
157,L. Suarez,ST,0.0,7,
157,L. Suárez,ST,0.0,2,
158,P. Gazzaniga,GK,0.0,27,
159,H. Lloris,GK,0.0,14,
164,B. Davies,LB,0.0,3,
166,J. Foyth,RCB,0.0,17,
168,D. Sanchez,LCB,270.0,3,0.06596628389934034
168,D. Sanchez,RB,180.0,2,0.043977522599560226
168,D. Sanchez,RCB,3643.0,43,0.8900561935010994
169,K. Trippier,RB,0.0,31,
171,K. Walker-Peters,LB,0.0,1,
171,K. Walker-Peters,RB,0.0,12,
174,C. Eriksen,AM,0.0,6,
174,C. Eriksen,CM,0.0,8,
174,C. Eriksen,DM,0.0,4,
174,C. Eriksen,RW,0.0,6,
175,E. Dier,RCB,0.0,8,
178,Lucas Moura,ST,0.0,1,
180,O. Skipp,DM,0.0,6,
182,H. Winks,DM,0.0,4,
183,V. Janssen,LW,0.0,1,
183,V. Janssen,ST,0.0,10,
184,H. Kane,AM,334.0,4,0.07123053956067392
184,H. Kane,ST,4355.0,50,0.9287694604393261
186,Son Heung-Min,AM,167.0,2,0.15477293790546803
186,Son Heung-Min,LW,0.0,1,0.0
186,Son Heung-Min,ST,912.0,11,0.845227062094532
189,D. Padelli,GK,0.0,1,
190,C. Soares,RB,0.0,4,
194,S. de Vrij,RCB,0.0,1,
198,M. Skriniar,RCB,0.0,30,
200,G. Zappa,RB,0.0,2,
200,G. Zappa,RCB,0.0,4,
201,M. Brozovic,CM,0.0,18,
201,M. Brozovic,DM,0.0,6,
203,R. Gagliardini,CM,0.0,1,
203,R. Gagliardini,DM,0.0,4,
206,Joao Mario,LW,0.0,1,
207,I. Perisic,LB,270.0,3,0.08740692780835221
207,I. Perisic,LW,2210.0,29,0.7154418905794756
207,I. Perisic,RW,433.0,5,0.1401748138556167
207,I. Perisic,ST,176.0,2,0.05697636775655552
211,M. Vecino,CM,0.0,3,
211,M. Vecino,DM,0.0,4,
212,A. Adorante,ST,0.0,1,
215,S. Esposito,LW,0.0,1,
215,S. Esposito,ST,0.0,12,
216,M. Icardi,AM,0.0,1,
216,M. Icardi,ST,0.0,15,
217,L. Martinez,ST,2867.0,39,0.9695637470409199
217,L. Martínez,ST,90.0,1,0.03043625295908015
219,M. Politano,AM,0.0,1,
219,M. Politano,RB,0.0,11,
219,M. Politano,RW,0.0,12,
220,E. Salcedo,ST,0.0,1,
221,E. Room,GK,819.0,9,1.0
225,A. Behich,LB,210.0,2,1.0
226,D. Dumfries,RB,2050.0,25,1.0
227,Angelino,LB,0.0,3,
228,A. Obispo,LCB,1289.0,16,0.8920415224913495
228,A. Obispo,RCB,156.0,2,0.10795847750865052
231,J. Teze,CM,0.0,5,
231,J. Teze,DM,0.0,5,
231,J. Teze,RB,0.0,13,
231,J. Teze,RCB,0.0,8,
232,N. Viergever,LCB,0.0,5,
233,Mauro Junior,CM,0.0,2,
233,Mauro Junior,DM,0.0,11,
233,Mauro Junior,LB,0.0,18,
233,Mauro Junior,RB,0.0,2,
234,E. Gutierrez,CM,0.0,6,
236,M. Ihattaren,RW,0.0,2,
236,M. Ihattaren,ST,0.0,1,
237,G. Pereiro,RW,0.0,1,
240,P. Rosario,CM,0.0,1,
240,P. Rosario,DM,0.0,9,
240,P. Rosario,RCB,0.0,2,
241,M. Sadilek,AM,255.0,4,0.1282051282051282
241,M. Sadilek,CM,1554.0,19,0.7812971342383107
241,M. Sadilek,DM,90.0,1,0.04524886877828054
241,M. Sadilek,LB,90.0,1,0.04524886877828054
242,R. Thomas,DM,317.0,4,1.0
243,Z. Aboukhlal,AM,0.0,1,
243,Z. Aboukhlal,LB,0.0,3,
244,S. Bergwijn,AM,0.0,2,
244,S. Bergwijn,CM,0.0,1,
244,S. Bergwijn,LW,0.0,12,
244,S. Bergwijn,ST,0.0,3,
246,L. de Jong,ST,0.0,1,
247,C. Gakpo,AM,90.0,1,0.02476609796367639
247,C. Gakpo,LW,2791.0,34,0.7680242157402312
247,C. Gakpo,ST,753.0,9,0.20720968629609246
248,H. Lozano,LW,0.0,2,
249,D. Malen,RW,200.0,3,0.09592326139088729
249,D. Malen,ST,1885.0,24,0.9040767386091128
250,J. Piroe,AM,0.0,2,
250,J. Piroe,ST,0.0,2,
253,A. Areola,GK,0.0,19,
257,Marquinhos,LCB,90.0,1,0.025217147660409077
257,Marquinhos,RCB,3479.0,39,0.9747828523395909
259,Thiago Silva,LCB,0.0,2,
259,Thiago Silva,RCB,0.0,27,
261,T. Kehrer,LCB,0.0,6,
261,T. Kehrer,RCB,0.0,24,
264,T. Meunier,RB,2403.0,28,1.0
265,A. Zagre,LB,0.0,4,
266,Á. Di María,RW,0.0,4,
267,J. Draxler,LW,0.0,2,
269,C. Nkunku,AM,0.0,1,
269,C. Nkunku,LW,0.0,1,
269,C. Nkunku,RW,0.0,1,
269,C. Nkunku,ST,0.0,17,
270,S. Nsoki,LB,0.0,1,
270,S. Nsoki,LCB,0.0,5,
271,L. Paredes,CM,90.0,1,0.23316062176165803
271,L. Paredes,DM,296.0,4,0.7668393782383419
272,A. Rabiot,AM,90.0,1,0.028169014084507043
272,A. Rabiot,CM,2610.0,29,0.8169014084507042
272,A. Rabiot,DM,495.0,6,0.15492957746478872
273,M. Verratti,DM,0.0,5,
276,Neymar,AM,90.0,1,0.2535211267605634
276,Neymar,ST,265.0,3,0.7464788732394366
277,M. Diaby,AM,0.0,1,
277,M. Diaby,LB,0.0,1,
277,M. Diaby,LW,0.0,4,
277,M. Diaby,RW,0.0,19,
277,M. Diaby,ST,0.0,3,
278,K. Mbappe,LW,90.0,1,0.02170767004341534
278,K. Mbappe,ST,3966.0,45,0.9565846599131693
278,K. Mbappé,ST,90.0,1,0.02170767004341534
279,L. Mbe Soh,LCB,0.0,2,
279,L. Mbe Soh,RCB,0.0,2,
280,Alisson,GK,3476.0,39,0.9747616376892877
280,Alisson Becker,GK,90.0,1,0.025238362310712283
281,C. Kelleher,GK,0.0,34,
282,S. Mignolet,GK,0.0,19,
283,T. Alexander-Arnold,RB,0.0,27,
284,J. Gomez,LCB,0.0,1,
284,J. Gomez,RB,0.0,8,
284,J. Gomez,RCB,0.0,4,
285,K. Hoever,RB,0.0,11,
287,D. Lovren,LCB,0.0,1,
288,A. Moreno,LB,0.0,15,
289,A. Robertson,LB,1417.0,17,0.9548517520215634
289,A. Robertson,LCB,67.0,1,0.04514824797843666
290,V. van Dijk,LCB,5031.0,56,1.0
292,J. Henderson,CM,90.0,1,0.05278592375366569
292,J. Henderson,DM,1615.0,20,0.9472140762463344
293,C. Jones,AM,0.0,3,
293,C. Jones,CM,0.0,3,
293,C. Jones,DM,0.0,11,
293,C. Jones,LW,0.0,1,
293,C. Jones,RB,0.0,7,
293,C. Jones,RW,0.0,1,
294,N. Keita,DM,0.0,1,
296,J. Milner,DM,0.0,9,
297,A. Oxlade-Chamberlain,CM,0.0,1,
297,A. Oxlade-Chamberlain,DM,0.0,4,
299,Fabinho,CM,668.0,8,0.27276439363005306
299,Fabinho,DM,1601.0,18,0.6537362188648428
299,Fabinho,LCB,90.0,1,0.03674969375255206
299,Fabinho,LW,90.0,1,0.03674969375255206
300,G. Wijnaldum,AM,0.0,4,
300,G. Wijnaldum,CM,0.0,2,
300,G. Wijnaldum,DM,0.0,1,
300,G. Wijnaldum,RW,0.0,1,
300,G. Wijnaldum,ST,0.0,2,
301,B. Woodburn,CM,0.0,1,
302,Roberto Firmino,AM,0.0,2,
302,Roberto Firmino,ST,0.0,1,
304,S. Mane,LW,2541.0,29,0.9341911764705882
304,S. Mane,ST,179.0,2,0.06580882352941177
306,M. Salah,AM,218.0,3,0.06562311860325105
306,M. Salah,RW,2473.0,29,0.7444310656231186
306,M. Salah,ST,541.0,6,0.1628537025888019
306,Mohamed Salah,RW,90.0,1,0.027092113184828417
307,X. Shaqiri,AM,0.0,1,
307,X. Shaqiri,ST,0.0,1,
312,A. Meret,GK,0.0,9,
318,K. Koulibaly,LCB,1398.0,16,0.5393518518518519
318,K. Koulibaly,RCB,1194.0,14,0.46064814814814814
319,S. Luperto,LCB,0.0,9,
325,G. Gaetano,CM,0.0,2,
325,G. Gaetano,DM,0.0,5,
326,Allan,CM,0.0,4,
326,Allan,DM,0.0,3,
327,A. Ounas,AM,0.0,1,
327,A. Ounas,RW,0.0,1,
328,F. Ruiz,CM,1799.0,23,0.717304625199362
328,F. Ruiz,DM,194.0,3,0.0773524720893142
328,Fabián Ruiz,CM,515.0,7,0.20534290271132377
329,P. Zielinski,CM,0.0,14,
329,P. Zielinski,DM,0.0,18,
336,M. Borjan,GK,0.0,9,
349,A. Terzic,LB,0.0,2,
353,M. Ivanic,LW,0.0,4,
364,D. Joveljic,ST,0.0,3,
369,D. Costa,GK,2363.0,26,1.0
372,Eder Militao,LCB,0.0,2,
372,Eder Militao,RCB,0.0,16,
374,Joao Pedro,RB,0.0,1,
375,C. Mbemba,LCB,180.0,2,0.09216589861751152
375,C. Mbemba,RCB,1773.0,19,0.9078341013824884
376,D. Leite,LCB,0.0,19,
378,Alex Telles,LB,0.0,10,
380,Otavio,CM,0.0,4,
380,Otavio,DM,0.0,3,
380,Otavio,RW,0.0,1,
381,D. Pereira,CM,0.0,1,
381,D. Pereira,DM,0.0,2,
381,D. Pereira,LCB,0.0,12,
381,D. Pereira,RCB,0.0,13,
385,O. Torres,AM,0.0,1,
385,O. Torres,CM,0.0,3,
385,O. Torres,DM,0.0,1,
385,Óliver Torres,CM,0.0,1,
388,Y. Brahimi,LW,0.0,5,
389,J. Corona,AM,0.0,1,
389,J. Corona,LW,0.0,2,
389,J. Corona,ST,0.0,1,
390,Tiquinho Soares,ST,0.0,1,
399,A. Nubel,GK,4386.0,48,1.0
407,B. Stambouli,CM,0.0,1,
407,B. Stambouli,DM,0.0,4,
409,N. Bentaleb,CM,369.0,5,0.18693009118541035
409,N. Bentaleb,DM,1425.0,17,0.7218844984802432
409,N. Bentaleb,LCB,180.0,2,0.0911854103343465
412,A. Harit,CM,0.0,1,
412,A. Harit,LW,0.0,18,
414,O. Mascarell,CM,0.0,2,
414,O. Mascarell,DM,0.0,9,
414,O. Mascarell,LCB,0.0,4,
415,W. McKennie,AM,862.0,11,0.20159027128157156
415,W. McKennie,CM,1280.0,15,0.2993451824134705
415,W. McKennie,LB,210.0,2,0.04911131898971001
415,W. McKennie,RB,1574.0,18,0.36810102899906455
415,W. McKennie,RW,260.0,3,0.0608044901777362
415,W. McKennie,ST,90.0,1,0.021047708138447148
418,S. Serdar,CM,0.0,2,
421,B. Embolo,ST,1627.0,20,1.0
422,A. Kutucu,AM,0.0,1,
425,C. Teuchert,AM,0.0,1,
427,H. Wright,ST,465.0,6,1.0
429,F. Muslera,GK,501.0,7,1.0
431,O. Bayram,LB,0.0,1,
433,Marcao,LCB,0.0,5,
443,E. Akbaba,AM,0.0,2,
443,E. Akbaba,CM,0.0,1,
445,Y. Belhanda,AM,0.0,1,
453,C. Yuksel,CM,0.0,2,
453,C. Yuksel,DM,0.0,1,
454,Y. Akgun,AM,1476.0,19,0.6283524904214559
454,Y. Akgun,LW,161.0,2,0.06853980417198809
454,Y. Akgun,RW,639.0,9,0.2720306513409962
454,Y. Akgun,ST,73.0,1,0.031077054065559814
456,H. Onyekuru,LW,0.0,1,
458,M. Diagne,ST,0.0,1,
461,A. Kol,LW,0.0,2,
483,K. Kvaratskhelia,LW,0.0,28,
483,K. Kvaratskhelia,RW,0.0,11,
483,K. Kvaratskhelia,ST,0.0,2,
483,Khvicha Kvaratskhelia,LW,0.0,1,
483,Khvicha Kvaratskhelia,RW,0.0,1,
484,A. Miranchuk,AM,0.0,10,
484,A. Miranchuk,CM,0.0,2,
484,A. Miranchuk,RW,0.0,5,
484,A. Miranchuk,ST,0.0,6,
495,C. Fruchtl,GK,0.0,1,
496,R. Hoffmann,GK,0.0,1,
497,M. Neuer,GK,3960.0,45,1.0
498,S. Ulreich,GK,0.0,1,
502,J. Kimmich,CM,90.0,1,0.019924728802302415
502,J. Kimmich,DM,4074.0,46,0.9019260571175559
502,J. Kimmich,RB,293.0,3,0.06486606154527341
502,J. Kimmich,RCB,60.0,1,0.013283152534868276
505,D. Alaba,LCB,718.0,10,1.0
506,N. Sule,RCB,0.0,8,
506,N. Süle,RCB,0.0,4,
508,K. Coman,LW,0.0,7,
508,K. Coman,RW,0.0,19,
509,A. Davies,LB,473.0,7,0.8857677902621723
509,A. Davies,RB,61.0,1,0.11423220973782772
510,S. Gnabry,AM,0.0,19,
510,S. Gnabry,LW,0.0,7,
510,S. Gnabry,ST,0.0,2,
511,L. Goretzka,AM,180.0,2,0.08763388510223953
511,L. Goretzka,CM,56.0,1,0.027263875365141188
511,L. Goretzka,DM,1818.0,25,0.8851022395326192
512,Jeong Woo-Yeong,AM,0.0,7,
512,Jeong Woo-Yeong,ST,0.0,2,
513,R. Sanches,CM,0.0,6,
513,R. Sanches,LW,0.0,1,
513,Renato Sanches,CM,0.0,1,
513,Renato Sanches,DM,0.0,1,
517,J. Rodriguez,AM,603.0,7,0.37546699875467
517,J. Rodriguez,LW,64.0,1,0.039850560398505604
517,J. Rodriguez,RW,675.0,10,0.4202988792029888
517,J. Rodriguez,ST,264.0,3,0.1643835616438356
519,C. Tolisso,AM,0.0,6,
519,C. Tolisso,CM,0.0,8,
519,C. Tolisso,DM,0.0,6,
520,P. Will,LB,0.0,1,
521,R. Lewandowski,ST,0.0,27,
522,T. Muller,AM,0.0,8,
522,T. Muller,LB,0.0,1,
522,T. Muller,RW,0.0,2,
522,T. Müller,AM,0.0,1,
522,T. Müller,ST,0.0,1,
524,D. Kotarski,GK,990.0,11,1.0
526,A. Onana,GK,0.0,10,
527,B. Varela,GK,0.0,5,
529,N. Tagliafico,LB,1376.0,17,0.9386084583901774
529,N. Tagliafico,LCB,90.0,1,0.061391541609822645
531,D. Blind,LB,0.0,1,
531,D. Blind,LCB,0.0,19,
532,M. de Ligt,RCB,0.0,4,
533,R. Kristensen,RB,0.0,18,
533,R. Kristensen,RCB,0.0,5,
537,J. Veltman,LB,0.0,1,
537,J. Veltman,RB,0.0,12,
538,F. de Jong,AM,90.0,1,0.03444316877152698
538,F. de Jong,CM,200.0,2,0.07654037504783773
538,F. de Jong,DM,2323.0,27,0.8890164561806353
539,D. de Wit,AM,0.0,1,
539,D. de Wit,CM,0.0,2,
539,D. de Wit,ST,0.0,2,
540,C. Eiting,CM,0.0,1,
541,J. Ekkelenkamp,AM,0.0,2,
541,J. Ekkelenkamp,CM,0.0,3,
541,J. Ekkelenkamp,LW,0.0,1,
541,J. Ekkelenkamp,RW,0.0,1,
542,R. Gravenberch,CM,347.0,4,0.07877412031782066
542,R. Gravenberch,DM,3968.0,46,0.900794551645857
542,R. Gravenberch,RCB,90.0,1,0.02043132803632236
544,N. Lang,AM,74.0,1,0.06445993031358885
544,N. Lang,LW,1074.0,14,0.9355400696864111
545,N. Mazraoui,LB,828.0,9,0.43693931398416885
545,N. Mazraoui,LCB,90.0,1,0.047493403693931395
545,N. Mazraoui,RB,728.0,10,0.3841688654353562
545,N. Mazraoui,RCB,249.0,3,0.13139841688654352
547,D. van de Beek,AM,0.0,1,
549,V. Cerny,LW,0.0,1,
549,V. Cerny,RW,0.0,9,
550,K. Dolberg,LW,0.0,1,
550,K. Dolberg,ST,0.0,5,
552,David Neres,AM,0.0,3,
552,David Neres,LW,0.0,2,
552,David Neres,RW,0.0,4,
552,David Neres,ST,0.0,1,
553,Danilo Pereira,LW,0.0,1,
553,Danilo Pereira,ST,0.0,5,
554,D. Tadic,AM,0.0,4,
554,D. Tadic,CM,0.0,1,
556,M. Svilar,GK,0.0,32,
557,O. Vlachodimos,GK,0.0,16,
563,A. Grimaldo,LB,3993.0,45,1.0
565,Y. Ribeiro,LB,0.0,1,
566,Ferro,LCB,0.0,3,
567,R. Dias,LCB,495.0,6,0.24553571428571427
567,R. Dias,RCB,1431.0,16,0.7098214285714286
567,Rúben Dias,RCB,90.0,1,0.044642857142857144
568,Gabriel Pires,DM,0.0,1,
572,Pizzi,AM,0.0,1,
573,Rafa Silva,AM,0.0,14,
573,Rafa Silva,LW,0.0,1,
575,Florentino,CM,0.0,14,
575,Florentino,DM,0.0,14,
576,E. Salvio,LW,0.0,2,
579,A. Zivkovic,LW,0.0,1,
579,A. Zivkovic,RW,0.0,1,
583,Joao Felix,AM,595.0,7,0.2399193548387097
583,Joao Felix,CM,90.0,1,0.036290322580645164
583,Joao Felix,LW,204.0,3,0.08225806451612903
583,Joao Felix,ST,1591.0,18,0.6415322580645161
584,V. Barkas,GK,0.0,8,
593,N. Hult,LB,0.0,9,
600,G. Botos,LW,0.0,1,
606,P. Mantalos,AM,0.0,1,
606,P. Mantalos,DM,0.0,2,
607,A. Bakasetas,AM,0.0,2,
607,A. Bakasetas,CM,0.0,7,
607,A. Bakasetas,ST,0.0,1,
608,L. Boye,ST,0.0,6,
612,E. Ponce,ST,0.0,3,
615,D. Grimshaw,GK,0.0,4,
616,A. Muric,GK,0.0,30,
617,Ederson,GK,3156.0,35,1.0
618,Danilo,LCB,0.0,1,
618,Danilo,RB,0.0,4,
618,Danilo,RCB,0.0,25,
619,E. Garcia,DM,1064.0,13,0.27408552292632665
619,E. Garcia,LCB,1214.0,14,0.3127253992787223
619,E. Garcia,RB,836.0,11,0.21535291087068523
619,E. Garcia,RCB,768.0,9,0.19783616692426584
622,A. Laporte,LCB,2902.0,34,1.0
624,N. Otamendi,LCB,4202.0,48,0.9790307548928239
624,N. Otamendi,RCB,90.0,1,0.02096924510717614
625,P. Sandler,RCB,0.0,1,
626,J. Stones,LCB,152.0,2,0.11828793774319066
626,J. Stones,RB,73.0,1,0.05680933852140078
626,J. Stones,RCB,1060.0,12,0.8249027237354085
627,K. Walker,RB,0.0,31,
627,K. Walker,RCB,0.0,2,
627,K. Walker,RW,0.0,1,
628,A. Bernabe,AM,0.0,1,
628,A. Bernabe,CM,0.0,8,
628,A. Bernabe,RB,0.0,1,
629,K. De Bruyne,AM,820.0,11,0.5631868131868132
629,K. De Bruyne,CM,564.0,8,0.3873626373626374
629,K. De Bruyne,LW,72.0,1,0.04945054945054945
631,P. Foden,CM,0.0,17,
631,P. Foden,DM,0.0,1,
631,P. Foden,LW,0.0,1,
631,P. Foden,RW,0.0,4,
631,P. Foden,ST,0.0,1,
633,I. Gundogan,AM,0.0,7,
633,I. Gundogan,CM,0.0,2,
633,I. Gundogan,DM,0.0,12,
633,İ. Gündoğan,CM,0.0,1,
635,R. Mahrez,AM,85.0,1,0.023319615912208505
635,R. Mahrez,RW,3560.0,43,0.9766803840877915
636,B. Silva,CM,1203.0,15,0.429489468047126
636,B. Silva,DM,956.0,12,0.34130667618707605
636,B. Silva,RW,493.0,6,0.17600856836843984
636,Bernardo Silva,CM,149.0,2,0.053195287397358085
637,F. Nmecha,AM,90.0,1,0.026041666666666668
637,F. Nmecha,CM,3132.0,39,0.90625
637,F. Nmecha,DM,234.0,3,0.06770833333333333
641,O. Zinchenko,LB,0.0,7,
643,Gabriel Jesus,ST,0.0,8,
644,L. Sane,AM,77.0,1,0.02178217821782178
644,L. Sane,LW,250.0,3,0.07072135785007072
644,L. Sane,RB,90.0,1,0.02545968882602546
644,L. Sane,RW,3028.0,36,0.8565770862800566
644,L. Sané,RW,90.0,1,0.02545968882602546
645,R. Sterling,LW,0.0,5,
646,M. Gorgelin,GK,0.0,1,
647,A. Lopes,GK,0.0,11,
652,Marcal,LB,0.0,1,
652,Marcal,LCB,0.0,1,
652,Marcal,RCB,0.0,2,
653,F. Mendy,LB,0.0,6,
656,O. Solet,LCB,0.0,9,
657,K. Tete,RB,0.0,19,
658,H. Aouar,AM,1638.0,19,0.6102831594634873
658,H. Aouar,CM,252.0,3,0.09388971684053651
658,H. Aouar,DM,372.0,5,0.13859910581222057
658,H. Aouar,LW,169.0,2,0.06296572280178837
658,H. Aouar,RW,85.0,1,0.03166915052160954
658,H. Aouar,ST,168.0,2,0.06259314456035768
659,M. Caqueret,AM,0.0,5,
659,M. Caqueret,CM,0.0,2,
659,M. Caqueret,DM,0.0,8,
659,M. Caqueret,LW,0.0,3,
659,M. Caqueret,RW,0.0,1,
659,M. Caqueret,ST,0.0,1,
662,T. Ndombele,CM,0.0,2,
663,M. Terrier,AM,0.0,10,
663,M. Terrier,ST,0.0,1,
664,L. Tousart,AM,0.0,2,
666,M. Dembele,ST,0.0,7,
667,M. Depay,AM,90.0,1,0.2393617021276596
667,M. Depay,ST,286.0,5,0.7606382978723404
670,L. Pintor,LW,0.0,3,
671,B. Traore,RW,0.0,10,
675,A. Trubin,GK,0.0,47,
676,V. Bondar,RCB,0.0,2,
682,M. Matviienko,LCB,0.0,2,
684,Taison,LW,0.0,2,
687,Maycon,CM,0.0,3,
687,Maycon,DM,0.0,2,
